caso,FILTRO_A,FILTRO_B,FILTRO_C,FILTRO_C2,NSE,NSE2,P1,P2,P3,P4,P7_5_4,P8_6,P9,P10,P11,P13_1,P13_2,P13_3,P13_4,P14_1,P14_2,P14_3,P14_4,P18,NPS_Alkofarma,NPS_Jemfarma,NPS_Erza,NPS_Casa_Grande,NPS_Coderal,NPS_CKF,NPS_Boreal,NPS_Portugal,NPS_Sanakol,NPS_Purol,NPS_Don_Emilio,NPS_Hersil,NPS_Alessi,NPS_NR,P20,P21,P22,P24_1_1,P24_1_2,P24_1_3,P24_1_4,P24_2_1,P24_2_2,P24_2_3,P24_2_4,P24_3_1,P24_3_2,P24_3_3,P24_3_4,P24_4_1,P24_4_2,P24_4_3,P24_4_4,P24_5_1,P24_5_2,P24_5_3,P24_5_4,P24_5_5,P24_6_1,P24_6_2,P24_6_3,P24_6_4,P24_7_1,P24_7_2,P24_7_3,P24_7_4,P24_7_5,P24_7_6,P24_8_1,P24_8_2,P24_8_3,P24_8_4,P24_9_1,P24_9_2,P24_9_3,P24_9_4,P24_10_1,P24_10_2,P24_10_3,P24_10_4,P24_11_1,P24_11_2,P24_11_3,P24_11_4,P24_11_5,P24_11_6,P24_12_1,P24_12_2,P24_12_3,P24_12_4,P25,P27_1,P27_2,P27_3,P27_4,P27_5,P27_6,P27_7,P27_8,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P32_1_1,P32_2_1,P32_3_1,P32_3_2,P32_4_1,P32_5_1,P32_6_1,P32_6_2,P32_7_1,P32_7_2,P32_7_3,P32_8_1,P32_NR,P33_1,P33_2,P33_3,P33_4,P33_5,P33_6,P33_7,P33_8,P33_NR,P34_1,P34_2,P34_3,P34_4,P34_5,P34_6,P34_7,P34_8,P34_NR,p159v1,vpond,VPOND1,VPOND2,P5,P6,P7_1,P7_2,P7_3,P7_4,P7_5,P7_6,P8,P12,P15,P16,P17,P23,P26,P27,P28,P29,P30
11.0,No,Sí,40.0,36 a 45 años,NSE C1,C1,Femenino,Carabayllo,Eventual / cachuelos,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,4. Satisfecho,Que sea fácil de encontrar en distintos establecimientos,Que tenga un precio accesible,Que el producto sea de calidad,Que no dañe la piel,Que la marca sea prestigiosa,Que tenga un empaque práctico,Que tenga trayectoria,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Alkofarma,10: Definitivamente lo recomendaría,,,,,,,,,,,,,,Portugal,Alkofarma,Ninguno [NN,Alkofarma,Jemfarma,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Alkofarma,Jemfarma,Portugal,,Alkofarma,,,,Alkofarma,,,,,,No precisa,,,,Sí,Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol en gel,,,,,Bicarbonato de sodio,Alcohol medicinal 70°,,,,,Alkofarma,,,,Alkofarma,,,,,,,,,100.0,,,120.0,,,,,,3,,,4,,,,,,18,1.0,1.09246215,1.03703704,"Dispensador,Spray,Botella,Con pulverizador","Spray,Con pulverizador","Desinfección de manos,Curar heridas","Desinfección de manos,Desinfección de objetos y superficies",Desinfección de objetos y superficies,,"Desinfección de objetos y superficies,Desinfección de ropa",,"Botica/Farmacia de cadena,Bodega","Porque tiene buen aroma / se siente el alcohol,Porque es económico",Ninguna,"Alkofarma,Jemfarma,Portugal",Alkofarma,,"Alcohol,Bicarbonato","Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol en gel","Bicarbonato de sodio,Alcohol medicinal 70%,Alcohol en gel","Con menor frecuencia,Con menor frecuencia,Con menor frecuencia,Con menor frecuencia","Una vez cada 15 días,Una vez al año,2. Una vez a la semana,2. Una vez a la semana"
12.0,No,Sí,54.0,25 a 35 años,NSE D,D,Femenino,Villa el Salvador,Su casa,Sí,,,Botica/Farmacia de mi barrio,(no responde),5. Muy satisfecho,Que no dañe la piel,Que tenga todas las certificaciones de calidad,Que la marca sea prestigiosa,Que tenga un precio accesible,Que tenga un empaque práctico,Que esté en promoción/oferta,Que tenga trayectoria,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Erza,,,6,,,,7,,,,,,,,Portugal,Boreal,Ninguno [NN,Erza,Boreal,,,Erza,Boreal,,,Erza,Boreal,,,Erza,,,,Boreal,,,,,Boreal,,,,Erza,Boreal,,,,,Erza,Boreal,,,Erza,Boreal,,,Boreal,,,,Erza,Boreal,,,,,Boreal,,,,Sí,Bicarbonato de sodio,Alcohol puro 96°,Alcohol yodado,Alcohol en gel,,,,,Bicarbonato de sodio,Alcohol puro 96°,Alcohol en gel,,,,Erza,,,,,Boreal,,,Erza,,,,,80.0,,,,1000.0,,1000.0,,,4,,,,2,,1,,,19,1.0,0.77236257,0.85,"Spray,Botella,Con chupón,Con pulverizador","Spray,Con pulverizador",,"Desinfección de manos,Desinfección de objetos y superficies",Desinfección de objetos y superficies,Desinfección de manos,"Desinfección de manos,Desinfección de ropa",,"Botica/Farmacia de mi barrio,Mayoristas",Porque desinfecta (mata gérmenes y bacterias),"Erza,Boreal","Erza,Boreal,Portugal","Erza,Boreal",,No precisa,"Bicarbonato de sodio,Alcohol puro 96°,Alcohol yodado,Alcohol en gel","Bicarbonato de sodio,Alcohol puro 96°,Alcohol en gel","Una vez al mes,Una vez al mes,Una vez cada 2 o 3 meses","2. Una vez a la semana,2. Una vez a la semana,Una vez cada 15 días,2. Una vez a la semana"
13.0,No,Sí,38.0,36 a 45 años,NSE C1,C1,Masculino,San Juan de Lurigancho,Trabajador dependiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que la marca sea prestigiosa,Que no dañe la piel,Que el producto sea de calidad,Que tenga un precio accesible,Que tenga un empaque práctico,Que el producto me genere confianza,Que se venda en puntos de venta de confianza,Que tenga trayectoria,Alkofarma,9,,,,,,,,,,,,,,Ninguno,Alkofarma,Ninguno [NN,Alkofarma,,,,No precisa,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Sí,Alcohol puro 96°,,,,,,,,Alcohol puro 96°,,,,,,,,,,,Alkofarma,,,,,,,,,,,,500.0,,,,,,,,,1,,,,,20,1.0,1.29761447,1.11111111,"Botella,Con pulverizador",Spray,,"Desinfección de manos,Desinfección de objetos y superficies",Desinfección de manos,,Desinfección de objetos y superficies,,Botica/Farmacia de mi barrio,"Porque desinfecta (mata gérmenes y bacterias),Porque no irrita la piel",Alkofarma,Alkofarma,Alkofarma,,Alcohol,Alcohol puro 96°,Alcohol puro 96°,"Una vez al año,2. Una vez a la semana",
14.0,No,Sí,28.0,25 a 35 años,NSE C1,C1,Masculino,San Juan de Lurigancho,Trabajador dependiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,5. Muy satisfecho,Que esté en promoción/oferta,Que el producto sea de calidad,Que no dañe la piel,Que la marca sea prestigiosa,Que tenga un empaque práctico,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que se venda en puntos de venta de confianza,Que sea la que siempre compran en mi casa,Integración Química,,,,,,,,,,,,,,,Ninguno,Integración Química,Ninguno [NN,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,No precisa,,,,No precisa,,,,,No precisa,,,,No precisa,,,,,,No precisa,,,,No precisa,,,,No precisa,,,,No precisa,,,,,,Alkofarma,,,,Sí,Bicarbonato de sodio,Agua azahar,Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel,,,Bicarbonato de sodio,Agua azahar,,,Alcohol puro 96°,Alcohol en gel,Sin marca/A granel,Jenfarma,,,,Integración Química,,,Aval,,,,,50.0,120.0,,,1000.0,,350.0,,,1 botellita,1,,,1botella,,3botella,,,21,1.0,1.29761447,1.11111111,"Spray,Botella",Spray,,Desinfección de manos,Curar heridas,,,,Botica/Farmacia de mi barrio,"Porque desinfecta (mata gérmenes y bacterias),Porque tiene buen aroma / se siente el alcohol",Integración Química,"Alkofarma,CKF,Integración Química",Integración Química,,"Alcohol puro,Alcohol en gel","Bicarbonato de sodio,Agua azahar,Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel","Alcohol medicinal 70%,Alcohol en gel","Una vez al año,Una vez cada 6 meses,Una vez al año,Nunca","Una vez al mes,Una vez al año,Una vez al año,Una vez al mes,Una vez al mes,Una vez al mes"
15.0,No,Sí,35.0,25 a 35 años,NSE C1,C1,Masculino,Santa Anita,Trabajador dependiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,5. Muy satisfecho,Que no dañe la piel,Que tenga trayectoria,Que tenga todas las certificaciones de calidad,Que esté en promoción/oferta,Que tenga un empaque práctico,Que sea la que siempre compran en mi casa,Que sea fácil de encontrar en distintos establecimientos,Que la marca sea prestigiosa,Alkamedic,,,,,,,,,,,,,,8,Alkofarma,Ninguno,Ninguno [NN,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,No precisa,,,,Portugal,,,,,Portugal,,,,No precisa,,,,,,Portugal,,,,Portugal,,,,Portugal,,,,Portugal,,,,,,Portugal,,,,Sí,Agua azahar,Agua oxigenada,Alcohol puro 96°,Alcohol yodado,,,,,Agua azahar,Agua oxigenada,Alcohol puro 96°,Alcohol yodado,,,,Jenfarma,Sante,,,Alkomed,Jenfarma,,,,,,,,120.0,500.0,,1000.0,120.0,,,,,1,1,,1,1,,,,22,1.0,1.29761447,1.11111111,"Dispensador,Spray,Botella",Spray,Desinfección de objetos y superficies,"Desinfección de manos,Desinfección de objetos y superficies",Desinfección de objetos y superficies,,,,Botica/Farmacia de cadena,"Porque no irrita la piel,Porque tiene buen aroma / se siente el alcohol,Porque me da confianza",Alkamedic,"Alkofarma,Alkamedic",Alkamedic,,"Desinfectantes,Medicina","Agua azahar,Agua oxigenada,Alcohol puro 96°,Alcohol yodado",Alcohol puro 96°,"Una vez al mes,Una vez cada 6 meses,Una vez cada 6 meses,Una vez cada 2 o 3 meses","Una vez cada 6 meses,Una vez cada 2 o 3 meses,Una vez cada 15 días,Una vez cada 2 o 3 meses"
16.0,No,Sí,31.0,25 a 35 años,NSE B1,B1,Femenino,Jesús María,Su casa,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que tenga todas las certificaciones de calidad,Que se venda en puntos de venta de confianza,Que el producto me genere confianza,Que el producto sea de calidad,Que tenga un empaque práctico,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que esté en promoción/oferta,Que sea fácil de encontrar en distintos establecimientos,Boreal,,,,8,,,9,,,,,,,,Ninguno,Boreal,Ninguno [NN,Boreal,,,,Boreal,,,,Boreal,,,,Boreal,,,,Boreal,,,,,Boreal,,,,Boreal,,,,,,Boreal,,,,Boreal,,,,Boreal,,,,Boreal,,,,,,Boreal,,,,No,Alcohol puro 96°,Alcohol en gel,,,,,,,Alcohol puro 96°,Alcohol en gel,,,,,,,,,,No precisa,,,Instant Clean,,,,,,,,,1000.0,,100.0,,,,,,,1,,1,,,23,1.0,0.84784707,1.05555556,"Spray,Botella",Spray,,Desinfección de manos,Desinfección de objetos y superficies,,,,Botica/Farmacia de mi barrio,"Porque es económico,Porque no me da inconvenientes",Ninguna,"Casa Grande,Boreal,Purol","Casa Grande,Boreal",,,"Alcohol puro 96°,Alcohol en gel",Alcohol puro 96°,"Con menor frecuencia,Una vez al año","2. Una vez a la semana,2. Una vez a la semana"
17.0,No,Sí,33.0,25 a 35 años,NSE C1,C1,Masculino,San Juan de Lurigancho,Trabajador dependiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que el producto me genere confianza,Que el producto sea de calidad,Que tenga todas las certificaciones de calidad,Que la marca sea prestigiosa,Que esté en promoción/oferta,Que se venda en puntos de venta de confianza,Que tenga un empaque práctico,Que tenga un precio accesible,Purol,,,,6,,,6,,,8,,,,,Boreal,Purol,Casa Grande,Boreal,,,,Boreal,Otras marcas,,,Boreal,,,,Cualquiera,,,,Cualquiera,,,,,Boreal,Cualquiera,,,Cualquiera,,,,,,Boreal,Otras marcas,,,Boreal,,,,Boreal,Otras marcas,,,Cualquiera,,,,,,Boreal,Otras marcas,,,No,Alcohol puro 96°,Alcohol en gel,,,,,,,Alcohol puro 96°,Alcohol en gel,,,,,,,,,,No precisa,,,Aval,,,,,,,,,1000.0,,380.0,,,,,,,1,,1,,,24,1.0,1.29761447,1.11111111,"Spray,Botella,Con pulverizador",Spray,,Desinfección de manos,Desinfección de objetos y superficies,,Desinfección de objetos y superficies,,Botica/Farmacia de mi barrio,Porque no me da inconvenientes,Ninguna,"Casa Grande,Boreal,Purol","Casa Grande,Boreal,Purol",Porque no me da confianza,,"Alcohol puro 96°,Alcohol en gel","Alcohol puro 96°,Alcohol en gel","Una vez al año,Una vez al año","Una vez cada 15 días,Una vez cada 15 días"
18.0,No,Sí,32.0,25 a 35 años,NSE B1,B1,Femenino,San Juan de Miraflores,Trabajador independiente,Sí,,,Botica/Farmacia de cadena,Farmacias dentro de supermercados,5. Muy satisfecho,Que el producto sea de calidad,Que el producto me genere confianza,Que la marca sea prestigiosa,Que tenga todas las certificaciones de calidad,Que sea la que siempre compran en mi casa,Que tenga un empaque práctico,Que esté en promoción/oferta,Que sea fácil de encontrar en distintos establecimientos,La que tenga el vendedor,,,,,,,,,,,,,,6,Ninguno,Ninguno,Ninguno [NN,No precisa,,,,No precisa,,,,Ninguno,,,,Cualquiera,,,,Portugal,,,,,Cualquiera,,,,Cualquiera,,,,,,Otras marcas,,,,Cualquiera,,,,Cualquiera,,,,Portugal,,,,,,Cualquiera,,,,No,Bicarbonato de sodio,Agua oxigenada,Alcohol puro 96°,Alcohol en gel,,,,,Bicarbonato de sodio,Agua oxigenada,Alcohol puro 96°,Alcohol en gel,,,Alkofarma,,Jenfarma,,,No precisa,,,Aval,,,,,100.0,,500.0,,1000.0,,400.0,,,1,,1,,1,,1,,,25,1.0,1.99097395,1.4,"Dispensador,Spray,Botella",Spray,Desinfección de manos,"Desinfección de manos,Desinfección de objetos y superficies",Curar heridas,,,,"Botica/Farmacia de cadena,Farmacias dentro de supermercados","Porque desinfecta (mata gérmenes y bacterias),Porque tiene buen aroma / se siente el alcohol",Ninguna,Ninguno [NN,No precisa [NN,,,"Bicarbonato de sodio,Agua oxigenada,Alcohol puro 96°,Alcohol en gel","Bicarbonato de sodio,Alcohol puro 96°","Una vez al año,Una vez al año,Una vez cada 6 meses","Una vez al mes,Una vez al año,Una vez al mes,Una vez al mes"
19.0,No,Sí,40.0,36 a 45 años,NSE A2,A2,Femenino,Lima,Trabajador dependiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,4. Satisfecho,Que no dañe la piel,Que tenga un empaque práctico,Que el producto sea de calidad,Que tenga un precio accesible,Que tenga trayectoria,Que sea fácil de encontrar en distintos establecimientos,Que la marca sea prestigiosa,Que esté en promoción/oferta,Portugal,,,,,,10: Definitivamente lo recomendaría,7,10: Definitivamente lo recomendaría,,,,,,,CKF,Portugal,Ninguno [NN,Portugal,,,,CKF,Portugal,,,CKF,Portugal,,,Portugal,,,,Ninguno,,,,,Portugal,,,,Portugal,,,,,,Portugal,,,,CKF,Portugal,,,CKF,Portugal,,,CKF,Boreal,Portugal,,,,Portugal,,,,No,Bicarbonato de sodio,Alcohol puro 96°,Alcohol en gel,,,,,,Bicarbonato de sodio,Alcohol puro 96°,Alcohol en gel,,,,Portugal,,,,,No precisa,,,No precisa,,,,,100.0,,,,1000.0,,380.0,,,1,,,,1 botella,,1 botellita,,,26,1.0,0.71410697,0.86666667,"Spray,Botella,Con pulverizador",Spray,,"Desinfección de objetos y superficies,Desinfección de alimentos",Desinfección de objetos y superficies,,Desinfección de ropa,,"Botica/Farmacia de cadena,Farmacias dentro de supermercados",Porque no irrita la piel,Ninguna,"CKF,Boreal,Portugal,Purol","CKF,Boreal,Portugal",,,"Bicarbonato de sodio,Alcohol puro 96°,Alcohol en gel","Bicarbonato de sodio,Alcohol puro 96°,Alcohol en gel","Diario/ interdiario,Nunca,Diario/ interdiario","2 o 3 veces por semana,Una vez al mes,Una vez al mes"
20.0,No,Sí,49.0,46 a 55 años,NSE C1,C1,Masculino,Lima,Trabajador independiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que tenga todas las certificaciones de calidad,Que el producto sea de calidad,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que el producto me genere confianza,Que tenga un empaque práctico,Que esté en promoción/oferta,Que la marca sea prestigiosa,Que tenga trayectoria,Alkofarma,8,,,,,,,,,,,,,,Purol,Alkofarma,Ninguno [NN,Jemfarma,Cualquiera,,,No precisa,,,,No precisa,,,,Cualquiera,,,,Cualquiera,,,,,Alkofarma,,,,No precisa,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Sí,Alcohol medicinal 70%,,,,,,,,Agua azahar,Agua oxigenada,Alcohol medicinal 70°,Alcohol yodado,Alcohol en gel,,,Alkofarma,Alkofarma,,Alkofarma,,Erza,,GMP,,,,,,1000.0,120.0,500.0,,60.0,360.0,,,,1pote,1,1,,1,1,,,27,1.0,1.18347052,1.23076923,"Spray,Botella,Con chupón",Spray,,Desinfección de manos,Lo uso para llenar el spray o algún frasco,Desinfección de manos,,,Botica/Farmacia de mi barrio,Porque no irrita la piel,Ninguna,Alkofarma,Alkofarma,,Alcohol,Alcohol medicinal 70%,Alcohol medicinal 70%,Una vez cada 6 meses,Una vez cada 15 días
21.0,No,Sí,33.0,25 a 35 años,NSE C1,C1,Masculino,San Juan de Lurigancho,Trabajador dependiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que el producto sea de calidad,Que el producto me genere confianza,Que la marca sea prestigiosa,Que tenga un empaque práctico,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que esté en promoción/oferta,Que se venda en puntos de venta de confianza,Que sea la que siempre compran en mi casa,Casa Grande,,,,9,,,,,,,,,,,Portugal,Casa Grande,Ninguno [NN,No precisa,,,,Portugal,,,,Boreal,Portugal,,,Portugal,,,,No precisa,,,,,Portugal,,,,No precisa,,,,,,No precisa,,,,Portugal,,,,No precisa,,,,Portugal,,,,,,Portugal,,,,No,Alcohol puro 96°,Alcohol en gel,,,,,,,Alcohol puro 96°,Alcohol en gel,,,,,,,,,,Casa Grande,,,Avant Garde,,,,,,,,,900.0,,630.0,,,,,,,2,,2,,,28,1.0,1.29761447,1.11111111,Botella,"Dispensador,Con pulverizador",Desinfección de manos,,Desinfección de objetos y superficies,,Desinfección de objetos y superficies,,Botica/Farmacia de mi barrio,"Porque tiene buen aroma / se siente el alcohol,Porque me da confianza",Casa Grande,"Portugal,Purol,Casa Grande",Casa Grande,,,"Alcohol puro 96°,Alcohol en gel",Alcohol en gel,"Una vez cada 2 o 3 meses,Una vez al mes","Una vez cada 15 días,Una vez cada 15 días"
22.0,No,Sí,26.0,25 a 35 años,NSE C1,C1,Femenino,El Agustino,Trabajador independiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que el producto sea de calidad,Que tenga un empaque práctico,Que no dañe la piel,Que tenga un precio accesible,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que esté en promoción/oferta,Que se venda en puntos de venta de confianza,Que tenga trayectoria,Alkofarma,9,,,,,,,4,,,,,,,Portugal,Alkofarma,Ninguno [NN,Alkofarma,,,,CKF,Portugal,,,Alkofarma,CKF,,,Alkofarma,,,,No precisa,,,,,Alkofarma,CKF,Portugal,,Portugal,,,,,,Alkofarma,Portugal,,,Alkofarma,,,,No precisa,,,,Alkofarma,Erza,CKF,Portugal,,,Alkofarma,CKF,Portugal,,Sí,Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,,,,,,Agua oxigenada,Alcohol puro 96°,,,,,,,Laboratorios Mundofar,,,Alkofarma,,,,,,,,,,120.0,,1000.0,,,,,,,1,,1,,,,,29,1.0,1.29761447,1.11111111,"Spray,Botella,Con pulverizador","Spray,Botella,Con pulverizador",,"Desinfección de manos,Desinfección de objetos y superficies","Desinfección de objetos y superficies,Curar heridas",,Desinfección de objetos y superficies,,Botica/Farmacia de mi barrio,"Porque no irrita la piel,Porque no me da inconvenientes","Alkofarma,Casa Grande","Alkofarma,Casa Grande,CKF,Portugal,Hersil","Alkofarma,Portugal",,Alcohol,"Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°",Alcohol puro 96°,"Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses","Una vez al mes,Una vez cada 15 días,Una vez cada 15 días"
23.0,No,Sí,35.0,25 a 35 años,NSE C1,C1,Femenino,Lima,Trabajador independiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,5. Muy satisfecho,Que el producto me genere confianza,Que tenga todas las certificaciones de calidad,Que tenga un precio accesible,Que se venda en puntos de venta de confianza,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que sea la que siempre compran en mi casa,Que tenga trayectoria,Que tenga un empaque práctico,Alkofarma,10: Definitivamente lo recomendaría,,,,,,,8,,,,,,,Portugal,Portugal,Ninguno [NN,Alkofarma,Portugal,,,Alkofarma,Portugal,,,Alkofarma,Portugal,,,Alkofarma,,,,Alkofarma,Portugal,,,,Portugal,,,,Portugal,,,,,,Alkofarma,Portugal,,,Alkofarma,Portugal,,,Alkofarma,Portugal,,,Alkofarma,,,,,,Alkofarma,Portugal,,,Sí,Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol yodado,Alcohol en gel,Vinagre Bully (Aromático),,Alcohol puro 96°,Alcohol yodado,,,,,,,,,,Alkofarma,Alkofarma,,,,,,,,,,,1000.0,120.0,,,,,,,,1,1,,,,30,1.0,1.18347052,1.23076923,"Dispensador,Spray,Botella,Con chupón,Con pulverizador",Spray,Desinfección de manos,"Desinfección de manos,Desinfección de objetos y superficies",Desinfección de objetos y superficies,Desinfección de manos,"Desinfección de manos,Desinfección de objetos y superficies,Desinfección del cuerpo / personas que entran a la casa",,Botica/Farmacia de cadena,"Porque desinfecta (mata gérmenes y bacterias),Porque me da confianza",Ninguna,"Alkofarma,Jemfarma,Portugal,Purol,Hersil","Alkofarma,Portugal",,Alcohol,"Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol yodado,Alcohol en gel,Vinagre Bully (Aromático)","Alcohol medicinal 70%,Alcohol puro 96°","Una vez al mes,Una vez al mes,Una vez al mes,Una vez cada 2 o 3 meses,Una vez al mes,Una vez al mes,Una vez cada 2 o 3 meses","Una vez al mes,Una vez al mes,Una vez cada 15 días,Una vez cada 15 días,Una vez al mes,2. Una vez a la semana,Una vez cada 2 o 3 meses"
24.0,No,Sí,26.0,25 a 35 años,NSE C1,C1,Femenino,Comas,Trabajador dependiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que no dañe la piel,Que tenga un precio accesible,Que el producto sea de calidad,Que tenga un empaque práctico,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que esté en promoción/oferta,Que el producto me genere confianza,Que tenga trayectoria,Portugal,,,,,,,,9,,,,,,,Boreal,Portugal,Ninguno [NN,Portugal,,,,Portugal,,,,Portugal,,,,Portugal,,,,Portugal,,,,,Portugal,,,,Portugal,,,,,,Portugal,,,,Portugal,,,,Portugal,,,,Portugal,,,,,,Portugal,,,,No,Agua azahar,Alcohol puro 96°,Alcohol en gel,,,,,,Alcohol puro 96°,Alcohol en gel,,,,,,,,,,Casa Grande,,,Orion,,,,,,,,,900.0,,355.0,,,,,,,1,,1,,,31,1.0,1.09246215,1.03703704,"Spray,Botella",Spray,,Desinfección de manos,Lo uso para llenar el spray o algún frasco,,,,"Botica/Farmacia de mi barrio,Farmacias dentro de supermercados","Porque es económico,Porque no es pegajoso",Ninguna,"Erza,Boreal,Portugal",Portugal,,,"Agua azahar,Alcohol puro 96°,Alcohol en gel",Alcohol en gel,"Una vez al año,Una vez al año,Una vez al año","Una vez cada 6 meses,Una vez al mes,Una vez al mes"
25.0,No,Sí,39.0,36 a 45 años,NSE C2,C2,Femenino,Breña,Trabajador independiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,3. Ni satisfecho ni insatisfecho,Que el producto sea de calidad,Que no dañe la piel,Que tenga un precio accesible,Que tenga un empaque práctico,Que tenga trayectoria,Que tenga todas las certificaciones de calidad,Que se venda en puntos de venta de confianza,Que sea la que me recomiende el vendedor/Boticario/farmacéut,No precisa,,,,,,,,,,,,,,,,Ninguno,Ninguno [NN,Alkofarma,,,,No precisa,,,,Cualquiera,,,,No precisa,,,,No precisa,,,,,Alkofarma,,,,Cualquiera,,,,,,Cualquiera,,,,Cualquiera,,,,No precisa,,,,Cualquiera,,,,,,No precisa,,,,No,Alcohol medicinal 70%,,,,,,,,Alcohol medicinal 70°,,,,,,,,,,Alkofarma,,,,,,,,,,,,250.0,,,,,,,,,1,,,,,,32,1.0,1.18347052,1.23076923,"Spray,Botella",Spray,,"Desinfección de manos,Desinfección de objetos y superficies",Curar heridas,,,,Botica/Farmacia de mi barrio,Porque cura las heridas,Ninguna,Alkofarma,No precisa [NN,,,Alcohol medicinal 70%,Alcohol medicinal 70%,Una vez al año,Una vez cada 6 meses
26.0,No,Sí,56.0,56 a 65 años,NSE C1,C1,Masculino,Los Olivos,Trabajador dependiente,Sí,,,Supermercado,Supermercado,5. Muy satisfecho,Que no dañe la piel,Que tenga un precio accesible,Que tenga todas las certificaciones de calidad,Que tenga un empaque práctico,Que tenga trayectoria,Que sea la que siempre compran en mi casa,Que se venda en puntos de venta de confianza,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Alessi,,,,,,,,,,,,,10: Definitivamente lo recomendaría,8,Natura,Alessi,Ninguno [NN,Alkofarma,,,,Alkofarma,Erza,,,Alkofarma,Erza,,,Ninguno,,,,No precisa,,,,,Alkofarma,Erza,,,Alkofarma,,,,,,Erza,,,,Alkofarma,Erza,,,Alkofarma,Erza,,,Alkofarma,Erza,,,,,Alkofarma,Erza,,,Sí,Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel,,,,,Alcohol puro 96°,Alcohol en gel,,,,,,,,,,Inkafarma,,,Alessi,Natura,,,,,,,,120.0,,250.0,,,,,,,1,,2,,,35,1.0,1.09246215,1.03703704,"Spray,Botella,Con chupón","Spray,Botella,Con chupón",,"Desinfección de manos,Desinfección de objetos y superficies",Lo uso para llenar el spray o algún frasco,"Desinfección de manos,Desinfección de objetos y superficies",,,"Botica/Farmacia de mi barrio,Supermercado","Porque no irrita la piel,Porque es práctico",Ninguna,"Alkofarma,Erza,Alessi,Natura","Alessi,Natura",,"Alcohol liquido,Alcohol en gel","Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel","Alcohol medicinal 70%,Alcohol en gel","Una vez cada 6 meses,Nunca,Una vez cada 6 meses,Nunca","Una vez cada 2 o 3 meses,Una vez al mes,Una vez al mes,Una vez al mes"
